0,3,0,3,2,3,2,3,0,0
410,0,0,0,-80,-90,0,0,0,0
225,210,1500,-195,0,30,0,195,1500,10000
0,0.8,0,0.8,0.8,0.8,0.8,0.8,0,0
0,0,0,0,0,0,0,0,0,0
